DATE,UPI APP,VOL(Million),VOL(Cr),Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,
31/01/2022,Airtel Payments Bank Apps,8.53,204745.00%,-,-,-,-,4.69,"2,682.32",13.22,"4,729.77",
31/01/2022,Allahabad Bank App,0.02,736.00%,-,-,-,-,-,-,0.02,7.36,
31/01/2022,Amazon Pay,73.5,672966.00%,-,-,-,-,-,-,73.5,"6,729.66",
31/01/2022,AU Small Finance Bank App,0.23,8115.00%,-,-,-,-,-,-,0.23,81.15,
31/01/2022,Axis Bank Apps,6.78,105877.00%,4047.00%,3425.00%,-,-,-,-,47.25,"1,093.02",
31/01/2022,Bajaj Finserv,0.24,1288.00%,-,-,-,-,-,-,0.24,12.88,
31/01/2022,Bank of Baroda Apps,0.71,34285.00%,-,-,-,-,-,-,0.71,342.85,
31/01/2022,Bank of India App,0.05,2023.00%,-,-,-,-,-,-,0.05,20.23,
31/01/2022,Bank of Maharashtra App,0.05,1246.00%,-,-,-,-,-,-,0.05,12.46,
31/01/2022,BHIM,25.82,851191.00%,-,-,-,-,-,-,25.82,"8,511.91",
31/01/2022,Canara Bank App,0.26,9895.00%,-,-,-,-,-,-,0.26,98.95,
31/01/2022,Central Bank of India App,0.13,4733.00%,-,-,-,-,-,-,0.13,47.33,
31/01/2022,Citi Bank App,0.09,7780.00%,-,-,-,-,-,-,0.09,77.8,
31/01/2022,City Union Bank App,0.02,492.00%,-,-,-,-,-,-,0.02,4.92,
31/01/2022,Cointab,1.21,17922.00%,-,-,-,-,-,-,1.21,179.22,
31/01/2022,Cred,10.68,1418986.00%,-,-,-,-,-,-,10.68,"14,189.86",
31/01/2022,DBS Digibank App,0.51,18679.00%,-,-,-,-,-,-,0.51,186.79,
31/01/2022,Dena Bank App,0.02,2650.00%,-,-,-,-,-,-,0.02,26.5,
31/01/2022,Deutsche Bank App,0.92,6195.00%,-,-,-,13.00%,-,-,0.92,62.08,
31/01/2022,Dhanlaxmi Bank App,0.01,295.00%,-,-,-,-,-,-,0.01,2.95,
31/01/2022,Federal Bank App,0.54,10925.00%,-,-,-,-,-,-,0.54,109.25,
31/01/2022,Fino Payments bank App,0.03,279.00%,-,-,-,-,-,-,0.03,2.79,
31/01/2022,Finshell Pay,0.07,369.00%,-,-,-,-,-,-,0.07,3.69,
31/01/2022,Google Pay,"1,584.20",29826707.00%,-,-,-,-,-,-,"1,584.20","298,267.07",
31/01/2022,HDFC Bank Apps,4.94,136689.00%,-,-,-,-,-,-,4.94,"1,366.89",
31/01/2022,HSBC Bank App,0.08,5447.00%,0.00%,9.00%,-,-,-,-,0.08,54.57,
31/01/2022,ICICI Bank Apps,29.87,849118.00%,357.00%,21587.00%,-,-,-,-,33.43,"8,707.05",
31/01/2022,IDBI Bank App,0.02,1254.00%,-,-,-,-,-,-,0.02,12.54,
31/01/2022,IDFC Bank App,1.22,31637.00%,-,-,-,-,-,-,1.22,316.37,
31/01/2022,India Post Payments Bank App,2.65,30942.00%,-,-,-,-,-,-,2.65,309.42,
31/01/2022,Indian Bank App,0.13,4742.00%,-,-,-,-,-,-,0.13,47.42,
31/01/2022,IndusInd Bank App,0.74,121879.00%,-,-,-,-,-,-,0.74,"1,218.79",
31/01/2022,Jammu and Kashmir Bank App,0.01,247.00%,-,-,-,-,-,-,0.01,2.47,
31/01/2022,Janta Sahakari Bank App,0.01,446.00%,-,-,-,-,-,-,0.01,4.46,
31/01/2022,Jio Payments Bank App,2.05,11439.00%,-,-,-,-,-,-,2.05,114.39,
31/01/2022,Jupiter Money,1.02,15615.00%,-,-,-,-,-,-,1.02,156.15,
31/01/2022,Karnataka Bank App,0.25,3119.00%,-,-,-,-,-,-,0.25,31.19,
31/01/2022,Karur Vysya Bank App,0.04,1737.00%,-,-,-,-,-,-,0.04,17.37,
31/01/2022,Kotak Mahindra Bank Apps,6.88,133306.00%,-,-,-,-,-,-,6.88,"1,333.06",
31/01/2022,MakeMy Trip,0.06,1963.00%,-,-,-,-,-,-,0.06,19.63,
31/01/2022,MI Pay,0.27,4051.00%,-,-,-,-,-,-,0.27,40.51,
31/01/2022,Mobikwik,3.87,88655.00%,-,-,-,-,-,-,3.87,886.55,
31/01/2022,NSDL Payments Bank App,0.02,145.00%,-,-,-,-,-,-,0.02,1.45,
31/01/2022,Paytm Payments Bank App,615.9,7089201.00%,800.00%,1336.00%,-,-,86.38,"14,220.60",710.28,"85,125.97",
31/01/2022,PhonePe,"2,140.28",40517378.00%,-,-,-,-,-,-,"2,140.28","405,173.78",
31/01/2022,Punjab National Bank App,0.09,4486.00%,-,-,-,0.00%,-,-,0.09,44.86,
31/01/2022,Punjab Sindh Bank App,0.01,287.00%,-,-,-,-,-,-,0.01,2.87,
31/01/2022,RBL Bank App,0.42,10145.00%,-,-,0.01,0.00%,-,-,0.43,101.45,
31/01/2022,Samsung Pay,3.17,43107.00%,-,-,-,-,-,-,3.17,431.07,
31/01/2022,South Indian Bank App,0.13,4140.00%,-,-,-,-,-,-,0.13,41.4,
28/02/2022,Airtel Payments Bank Apps,5.80,119946.00%,-,-,-,-,1.77,"1,010.71",7.58,"2,210.17",
28/02/2022,Allahabad Bank App,0.02,628.00%,-,-,-,-,-,-,0.02,6.28,
28/02/2022,Amazon Pay,63.49,604447.00%,-,-,-,-,-,-,63.49,"6,044.47",
28/02/2022,AU Small Finance Bank App,0.25,8936.00%,-,-,-,-,-,-,0.25,89.36,
28/02/2022,Axis Bank Apps,6.9,136634.00%,4788.00%,3891.00%,0,0.00%,-,-,54.78,"1,405.26",
28/02/2022,Bajaj Finserv,0.33,1932.00%,-,-,-,-,-,-,0.33,19.32,
28/02/2022,Bank of Baroda Apps,0.67,33069.00%,-,-,0,0.00%,-,-,0.67,330.69,
28/02/2022,Bank of India App,0.05,2128.00%,-,-,-,-,-,-,0.05,21.28,
28/02/2022,Bank of Maharashtra App,0.05,1249.00%,-,-,-,-,-,-,0.05,12.49,
28/02/2022,BHIM,23.25,789186.00%,-,-,-,-,-,-,23.25,"7,891.86",
28/02/2022,Canara Bank App,0.26,9578.00%,-,-,-,-,-,-,0.26,95.78,
28/02/2022,Central Bank of India App,0.12,4526.00%,-,-,-,-,-,-,0.12,45.26,
28/02/2022,Citi Bank App,0.08,6922.00%,-,-,-,-,-,-,0.08,69.22,
28/02/2022,City Union Bank App,0.02,549.00%,-,-,-,-,-,-,0.02,5.49,
28/02/2022,Cointab,1.73,28057.00%,-,-,-,-,-,-,1.73,280.57,
28/02/2022,Cred,10.08,1336409.00%,-,-,-,-,-,-,10.08,"13,364.09",
28/02/2022,DBS Digibank App,0.46,17363.00%,-,-,-,-,-,-,0.46,173.63,
28/02/2022,Dena Bank App,0.02,2393.00%,-,-,-,-,-,-,0.02,23.93,
28/02/2022,Deutsche Bank App,0.87,7043.00%,-,-,-,-,-,-,0.87,70.43,
28/02/2022,Dhanlaxmi Bank App,0.01,283.00%,-,-,-,-,-,-,0.01,2.83,
28/02/2022,Federal Bank App,0.55,10821.00%,-,-,0,0.00%,-,-,0.55,108.21,
28/02/2022,Fino Payments bank App,0.03,325.00%,-,-,-,-,-,-,0.03,3.25,
28/02/2022,Finshell Pay,0.06,380.00%,-,-,-,-,-,-,0.06,3.8,
28/02/2022,Google Pay,"1,524.09",29127346.00%,-,-,-,-,-,-,"1,524.09","291,273.46",
28/02/2022,HDFC Bank Apps,4.59,137003.00%,-,-,-,-,-,-,4.59,"1,370.03",
28/02/2022,HSBC Bank App,0.08,5294.00%,0.00%,4.00%,-,-,-,-,0.08,52.97,
28/02/2022,ICICI Bank Apps,27.39,853711.00%,327.00%,19034.00%,-,-,-,-,30.66,"8,727.44",
28/02/2022,IDBI Bank App,0.02,1460.00%,-,-,-,-,-,-,0.02,14.6,
28/02/2022,IDFC Bank App,1.21,32193.00%,-,-,0,0.00%,-,-,1.21,321.93,
28/02/2022,India Post Payments Bank App,2.21,26890.00%,-,-,-,-,-,-,2.21,268.9,
28/02/2022,Indian Bank App,0.11,4207.00%,-,-,-,-,-,-,0.11,42.07,
28/02/2022,IndusInd Bank App,0.77,135824.00%,-,-,-,-,-,-,0.77,"1,358.24",
28/02/2022,Jammu and Kashmir Bank App,0.01,343.00%,-,-,-,-,-,-,0.01,3.43,
28/02/2022,Janta Sahakari Bank App,0.01,433.00%,-,-,-,-,-,-,0.01,4.33,
28/02/2022,Jio Payments Bank App,1.97,11185.00%,-,-,-,-,-,-,1.97,111.85,
28/02/2022,Jupiter Money,1.13,14079.00%,-,-,-,-,-,-,1.13,140.79,
28/02/2022,Karnataka Bank App,0.25,3135.00%,-,-,-,-,-,-,0.25,31.35,
28/02/2022,Karur Vysya Bank App,0.04,1717.00%,-,-,-,-,-,-,0.04,17.17,
28/02/2022,Kotak Mahindra Bank Apps,6.91,138330.00%,-,-,-,-,-,-,6.91,"1,383.30",
28/02/2022,MakeMy Trip,0.08,3303.00%,-,-,-,-,-,-,0.08,33.03,
28/02/2022,MI Pay,0.25,3846.00%,-,-,-,-,-,-,0.25,38.46,
28/02/2022,Mobikwik,3.78,75589.00%,-,-,-,-,-,-,3.78,755.89,
28/02/2022,NSDL Payments Bank App,0.02,177.00%,-,-,-,-,-,-,0.02,1.77,
28/02/2022,Paytm Payments Bank App,613.77,7220432.00%,848.00%,1896.00%,-,-,84.52,"14,075.94",706.77,"86,299.22",
28/02/2022,PhonePe,"2,120.20",40764011.00%,-,-,-,-,-,-,"2,120.20","407,640.11",
28/02/2022,Punjab National Bank App,0.08,4349.00%,-,-,-,-,-,-,0.08,43.49,
28/02/2022,Punjab Sindh Bank Apps,0.01,266.00%,-,-,-,-,-,-,0.01,2.66,
28/02/2022,RBL Bank App,0.51,10725.00%,-,-,0,0.00%,-,-,0.51,107.25,
28/02/2022,Samsung Pay,3.14,42197.00%,-,-,-,-,-,-,3.14,421.97,
28/02/2022,South Indian Bank App,0.12,3869.00%,-,-,-,-,-,-,0.12,38.69,
31/03/2022,Airtel Payments Bank Apps,8.33,193441.00%,-,-,-,-,4.82,"2,557.85",13.16,"4,492.25",
31/03/2022,Allahabad Bank Apps,0.02,615.00%,-,-,-,-,-,-,0.02,6.15,
31/03/2022,Amazon Pay,76.34,689478.00%,-,-,-,-,-,-,76.34,"6,894.78",
31/03/2022,AU Small Finance Bank Apps,0.29,10448.00%,-,-,-,-,-,-,0.29,104.48,
31/03/2022,Axis Bank Apps,7.09,104513.00%,5421.00%,3981.00%,0,0.00%,-,-,61.29,"1,084.94",
31/03/2022,Bajaj Finserv,0.35,2408.00%,-,-,-,-,-,-,0.35,24.08,
31/03/2022,Bank of Baroda Apps,0.69,32861.00%,-,-,-,-,-,-,0.69,328.61,
31/03/2022,Bank of India Apps,0.08,2622.00%,-,-,-,-,-,-,0.08,26.22,
31/03/2022,Bank of Maharashtra Apps,0.05,1500.00%,-,-,-,-,-,-,0.05,15,
31/03/2022,BHIM,24.88,805024.00%,-,-,-,-,-,-,24.88,"8,050.24",
31/03/2022,Canara Bank Apps,0.31,10968.00%,-,-,-,-,-,-,0.31,109.68,
31/03/2022,Central Bank of India Apps,0.14,5067.00%,-,-,-,-,-,-,0.14,50.67,
31/03/2022,Citi Bank Apps,0.11,6841.00%,-,-,-,-,-,-,0.11,68.41,
31/03/2022,City Union Bank Apps,0.03,730.00%,-,-,-,-,-,-,0.03,7.3,
31/03/2022,Cointab,0.08,3322.00%,-,-,-,-,-,-,0.08,33.22,
31/03/2022,Cred,12.11,1613611.00%,-,-,-,-,-,-,12.11,"16,136.11",
31/03/2022,DBS Digibank Apps,0.49,18552.00%,-,-,-,-,-,-,0.49,185.52,
31/03/2022,Dena Bank Apps,0.02,2932.00%,-,-,-,-,-,-,0.02,29.32,
31/03/2022,Deutsche Bank Apps,1.02,9166.00%,-,-,0,136.00%,-,-,1.02,93.02,
31/03/2022,Dhanlaxmi Bank Apps,0.01,329.00%,-,-,-,-,-,-,0.01,3.29,
31/03/2022,Fave,0.37,1300.00%,-,-,-,-,-,-,0.37,13,
31/03/2022,Federal Bank Apps,2.45,36096.00%,-,-,-,-,-,-,2.45,360.96,
31/03/2022,Fino Payments bank Apps,0.04,347.00%,-,-,-,-,-,-,0.04,3.47,
31/03/2022,Finserv Markets,0.03,149.00%,-,-,-,-,-,-,0.03,1.49,
31/03/2022,Finshell Pay,0.08,400.00%,-,-,-,-,-,-,0.08,4,
31/03/2022,GoIbibo,0.02,591.00%,-,-,-,-,-,-,0.02,5.91,
31/03/2022,Google Pay,"1,838.12",33887325.00%,-,-,-,-,-,-,"1,838.12","338,873.25",
31/03/2022,Groww,0.83,47271.00%,-,-,-,-,-,-,0.83,472.71,
31/03/2022,HDFC Bank Apps,5.45,162454.00%,-,-,-,-,-,-,5.45,"1,624.54",
31/03/2022,HSBC Bank Apps,0.1,6185.00%,0.00%,16.00%,-,-,-,-,0.1,62,
31/03/2022,ICICI Bank Apps,31.49,1030408.00%,365.00%,23461.00%,-,-,-,-,35.13,"10,538.69",
31/03/2022,IDBI Bank Apps,0.03,1625.00%,-,-,-,-,-,-,0.03,16.25,
31/03/2022,IDFC Bank Apps,2.7,53456.00%,-,-,0,0.00%,-,-,2.7,534.56,
31/03/2022,India Post Payments Bank Apps,2.95,32114.00%,-,-,-,-,-,-,2.95,321.14,
31/03/2022,Indian Bank Apps,0.11,4226.00%,-,-,0,0.00%,-,-,0.11,42.26,
31/03/2022,Indian Overseas Bank Apps,0.01,162.00%,-,-,-,-,-,-,0.01,1.62,
31/03/2022,IndusInd Bank Apps,1.03,225230.00%,-,-,-,-,-,-,1.03,"2,252.30",
31/03/2022,Jammu and Kashmir Bank Apps,0.01,215.00%,-,-,-,-,-,-,0.01,2.15,
31/03/2022,Janata Sahakari Bank Apps,0.01,451.00%,-,-,-,-,-,-,0.01,4.51,
31/03/2022,Jio Payments Bank Apps,2.27,12950.00%,-,-,-,-,-,-,2.27,129.5,
31/03/2022,Jupiter,1.32,16480.00%,-,-,-,-,-,-,1.32,164.8,
31/03/2022,Karnataka Bank Apps,0.3,3796.00%,-,-,0,0.00%,-,-,0.3,37.96,
31/03/2022,Karur Vysya Bank Apps,0.04,1829.00%,-,-,-,-,-,-,0.04,18.29,
31/03/2022,Kotak Mahindra Bank Apps,7.92,158751.00%,-,-,-,-,-,-,7.92,"1,587.51",
31/03/2022,MakeMyTrip,0.1,4710.00%,-,-,-,-,-,-,0.1,47.1,
31/03/2022,MI Pay,0.24,3602.00%,-,-,-,-,-,-,0.24,36.02,
31/03/2022,Mobikwik,3.6,73925.00%,-,-,-,-,-,-,3.6,739.25,
31/03/2022,NSDL Payments Bank Apps,0.02,228.00%,-,-,-,-,-,-,0.02,2.28,
31/03/2022,Paytm Payments Bank App,729.63,8384044.00%,977.00%,1768.00%,-,-,97.74,"11,792.24",837.14,"95,650.36",
31/03/2022,PhonePe,"2,527.15",47140126.00%,-,-,-,-,-,-,"2,527.15","471,401.26",
30/04/2022,Airtel Payments Bank Apps,5.29,45464.00%,-,-,-,-,0.01,6.26,5.3,460.9,
30/04/2022,Amazon Pay,73.21,669957.00%,-,-,-,-,-,-,73.21,"6,699.57",
30/04/2022,AU Small Finance Bank Apps,0.32,10989.00%,-,-,-,-,-,-,0.32,109.89,
30/04/2022,Axis Bank Apps,7.19,121344.00%,5684.00%,4371.00%,0,0.00%,-,-,64.03,"1,257.15",
30/04/2022,Bajaj Finserv,0.52,3861.00%,-,-,-,-,-,-,0.52,38.61,
30/04/2022,Bank of Baroda Apps,0.77,34465.00%,-,-,-,-,-,-,0.77,344.65,
30/04/2022,Bank of India Apps,0.1,3262.00%,0.00%,0.00%,-,-,-,-,0.1,32.62,
30/04/2022,Bank of Maharashtra Apps,0.05,1456.00%,-,-,-,-,-,-,0.05,14.56,
30/04/2022,BHIM,25.69,835434.00%,-,-,-,-,-,-,25.69,"8,354.34",
30/04/2022,Canara Bank Apps,0.31,11031.00%,-,-,-,-,-,-,0.31,110.31,
30/04/2022,Central Bank of India Apps,0.13,5104.00%,-,-,-,-,-,-,0.13,51.04,
30/04/2022,Citi Bank Apps,0.08,6603.00%,-,-,-,-,-,-,0.08,66.03,
30/04/2022,City Union Bank Apps,0.03,841.00%,-,-,-,-,-,-,0.03,8.41,
30/04/2022,Cointab,0.07,2850.00%,-,-,-,-,-,-,0.07,28.5,
30/04/2022,Cred,13.05,1637292.00%,-,-,-,-,-,-,13.05,"16,372.92",
30/04/2022,DBS Digibank Apps,0.47,17545.00%,-,-,-,-,-,-,0.47,175.45,
30/04/2022,Deutsche Bank Apps,1.51,12813.00%,-,-,0,30.00%,-,-,1.51,128.43,
30/04/2022,Dhanlaxmi Bank Apps,0.01,302.00%,-,-,-,-,-,-,0.01,3.02,
30/04/2022,Fave,0.18,773.00%,-,-,-,-,-,-,0.18,7.73,
30/04/2022,Federal Bank Apps,2.7,37564.00%,-,-,-,-,-,-,2.7,375.64,
30/04/2022,Fino Payments bank Apps,0.04,326.00%,-,-,-,-,-,-,0.04,3.26,
30/04/2022,Finserv Markets,0.01,106.00%,-,-,-,-,-,-,0.01,1.06,
30/04/2022,Finshell Pay,0.08,445.00%,-,-,-,-,-,-,0.08,4.45,
30/04/2022,GoIbibo,0.01,331.00%,-,-,-,-,-,-,0.01,3.31,
30/04/2022,Google Pay,"1,914.77",34479135.00%,-,-,-,-,-,-,"1,914.77","344,791.35",
30/04/2022,Groww,0.61,37618.00%,-,-,-,-,-,-,0.61,376.18,
30/04/2022,HDFC Bank Apps,5.9,175912.00%,-,-,-,-,-,-,5.9,"1,759.12",
30/04/2022,HSBC Bank Apps,0.11,5970.00%,0.00%,2.00%,-,-,-,-,0.11,59.72,
30/04/2022,ICICI Bank Apps,32.82,908672.00%,483.00%,26945.00%,-,-,-,-,37.65,"9,356.17",
30/04/2022,IDBI Bank Apps,0.03,1678.00%,-,-,-,-,-,-,0.03,16.78,
30/04/2022,IDFC Bank Apps,2.49,53269.00%,-,-,0,0.00%,-,-,2.49,532.69,
30/04/2022,India Post Payments Bank Apps,2.8,32853.00%,-,-,-,-,-,-,2.8,328.53,
30/04/2022,Indian Bank Apps,0.14,4990.00%,-,-,0,0.00%,-,-,0.14,49.9,
30/04/2022,Indian Overseas Bank Apps,0.01,152.00%,-,-,-,-,-,-,0.01,1.52,
30/04/2022,IndusInd Bank Apps,1.02,259671.00%,-,-,-,-,-,-,1.02,"2,596.71",
30/04/2022,Janata Sahakari Bank Apps,0.01,428.00%,-,-,-,-,-,-,0.01,4.28,
30/04/2022,Jio Payments Bank Apps,2.1,12625.00%,-,-,-,-,-,-,2.1,126.25,
30/04/2022,Jupiter,1.47,18613.00%,-,-,-,-,-,-,1.47,186.13,
30/04/2022,Jupiter Edge (LivQuick PPI App),0.01,43.00%,-,-,-,-,-,-,0.01,0.43,
30/04/2022,Karnataka Bank Apps,0.27,3558.00%,-,-,-,-,-,-,0.27,35.58,
30/04/2022,Karur Vysya Bank Apps,0.04,1854.00%,-,-,-,-,-,-,0.04,18.54,
30/04/2022,Kotak Mahindra Bank Apps,7.96,168435.00%,-,-,-,-,-,-,7.96,"1,684.35",
30/04/2022,MakeMyTrip,0.09,4118.00%,-,-,-,-,-,-,0.09,41.18,
30/04/2022,MI Pay,0.19,2858.00%,-,-,-,-,-,-,0.19,28.58,
30/04/2022,Mobikwik,2.37,42147.00%,-,-,-,-,-,-,2.37,421.47,
30/04/2022,NSDL Payments Bank Apps,0.02,232.00%,-,-,-,-,-,-,0.02,2.32,
30/04/2022,Paytm Payments Bank App,740.76,8591888.00%,1115.00%,1598.00%,-,-,99.7,"15,714.20",851.61,"101,649.06",
30/04/2022,PhonePe,"2,616.26",48655703.00%,-,-,-,-,-,-,"2,616.26","486,557.03",
30/04/2022,Punjab National Bank Apps,0.09,4627.00%,-,-,-,-,-,-,0.09,46.27,
30/04/2022,Punjab Sind Bank Apps,0.01,538.00%,-,-,-,-,-,-,0.01,5.38,
31/05/2022,Airtel Payments Bank Apps,6.10,48655.00%,-,-,0,0.00%,0,0.07,6.11,486.62,
31/05/2022,Allahabad Bank Apps,0.02,625.00%,-,-,-,-,-,-,0.02,6.25,
31/05/2022,Amazon Pay,74.83,695418.00%,-,-,-,-,-,-,74.83,"6,954.18",
31/05/2022,AU Small Finance Bank Apps,0.35,10722.00%,-,-,-,-,-,-,0.35,107.22,
31/05/2022,Axis Bank Apps,7.46,137231.00%,5114.00%,4808.00%,0.06,477.00%,-,-,58.66,"1,425.16",
31/05/2022,Bajaj Finserv,0.79,5853.00%,-,-,-,-,-,-,0.79,58.53,
31/05/2022,Bank of Baroda Apps,0.88,40679.00%,-,-,0,0.00%,-,-,0.88,406.79,
31/05/2022,Bank of India Apps,0.12,4004.00%,-,-,-,-,-,-,0.12,40.04,
31/05/2022,Bank of Maharashtra Apps,0.06,1647.00%,-,-,-,-,-,-,0.06,16.47,
31/05/2022,BHIM,26.57,955966.00%,-,-,-,-,-,-,26.57,"9,559.66",
31/05/2022,Canara Bank Apps,0.33,11409.00%,-,-,-,-,-,-,0.33,114.09,
31/05/2022,Central Bank of India Apps,0.15,5540.00%,-,-,-,-,-,-,0.15,55.4,
31/05/2022,Citi Bank Apps,0.13,7871.00%,-,-,0,0.00%,-,-,0.13,78.71,
31/05/2022,City Union Bank Apps,0.03,1006.00%,-,-,-,-,-,-,0.03,10.06,
31/05/2022,Cointab,0.06,2377.00%,-,-,-,-,-,-,0.06,23.77,
31/05/2022,Cred,13.89,1817461.00%,-,-,-,-,-,-,13.89,"18,174.61",
31/05/2022,DBS Digibank Apps,0.47,18633.00%,-,-,-,-,-,-,0.47,186.33,
31/05/2022,Deutsche Bank Apps,1.64,11654.00%,-,-,0,0.00%,-,-,1.64,116.55,
31/05/2022,Dhanlaxmi Bank Apps,0.01,335.00%,-,-,-,-,-,-,0.01,3.35,
31/05/2022,Fave,0.1,612.00%,-,-,-,-,-,-,0.1,6.12,
31/05/2022,Federal Bank Apps,3.42,47412.00%,-,-,-,-,-,-,3.42,474.12,
31/05/2022,Fino Payments bank Apps,0.04,383.00%,-,-,-,-,-,-,0.04,3.83,
31/05/2022,Finserv Markets,0.01,101.00%,-,-,-,-,-,-,0.01,1.01,
31/05/2022,Finshell Pay,0.09,468.00%,-,-,-,-,-,-,0.09,4.68,
31/05/2022,GoIbibo,0.01,241.00%,-,-,-,-,-,-,0.01,2.41,
31/05/2022,Google Pay,"2,079.92",36598927.00%,-,-,-,-,-,-,"2,079.92","365,989.27",
31/05/2022,Groww,0.51,33528.00%,-,-,-,-,-,-,0.51,335.28,
31/05/2022,HDFC Bank Apps,6.95,198111.00%,-,-,-,-,-,-,6.95,"1,981.11",
31/05/2022,HSBC Bank Apps,0.1,6307.00%,0.00%,10.00%,0,0.00%,-,-,0.1,63.17,
31/05/2022,ICICI Bank Apps,32.75,922165.00%,201.00%,12093.00%,2.82,171432.00%,-,-,37.59,"11,056.90",
31/05/2022,IDBI Bank Apps,0.03,1848.00%,-,-,-,-,-,-,0.03,18.48,
31/05/2022,IDFC Bank Apps,4.75,62634.00%,-,-,0,0.00%,-,-,4.75,626.34,
31/05/2022,India Post Payments Bank Apps,3.1,35188.00%,-,-,-,-,-,-,3.1,351.88,
31/05/2022,Indian Bank Apps,0.16,5311.00%,-,-,0,2.00%,-,-,0.16,53.13,
31/05/2022,Indian Overseas Bank Apps,0.01,235.00%,-,-,-,-,-,-,0.01,2.35,
31/05/2022,IndusInd Bank Apps,1.01,171121.00%,-,-,-,-,-,-,1.01,"1,711.21",
31/05/2022,Janata Sahakari Bank Apps,0.01,479.00%,-,-,-,-,-,-,0.01,4.79,
31/05/2022,Jio Payments Bank Apps,2.08,12788.00%,-,-,-,-,-,-,2.08,127.88,
31/05/2022,Jupiter,1.79,21544.00%,-,-,-,-,-,-,1.79,215.44,
31/05/2022,Jupiter Edge (LivQuick PPI),0.1,574.00%,-,-,-,-,-,-,0.1,5.74,
31/05/2022,Karnataka Bank Apps,0.33,4034.00%,-,-,-,-,-,-,0.33,40.34,
31/05/2022,Karur Vysya Bank Apps,0.04,1769.00%,-,-,-,-,-,-,0.04,17.69,
31/05/2022,Kotak Mahindra Bank Apps,8.5,188281.00%,-,-,0,219.00%,-,-,8.5,"1,885.00",
31/05/2022,MakeMyTrip,0.09,4326.00%,-,-,-,-,-,-,0.09,43.26,
31/05/2022,MI Pay,0.2,3390.00%,-,-,-,-,-,-,0.2,33.9,
31/05/2022,Mobikwik,2.46,39770.00%,-,-,-,-,-,-,2.46,397.7,
31/05/2022,NSDL Payments Bank Apps,0.02,239.00%,-,-,-,-,-,-,0.02,2.39,
31/05/2022,Paytm Payments Bank App,780.87,9154650.00%,366.00%,596.00%,0.19,22461.00%,102.73,"16,499.70",887.45,"108,276.78",
31/05/2022,PhonePe,"2,778.75",51102881.00%,-,-,-,-,-,-,"2,778.75","511,028.81",
31/05/2022,Punjab National Bank Apps,0.09,4377.00%,-,-,-,-,-,-,0.09,43.77,
30/06/2022,Airtel Payments Bank Apps,6.38,50614.00%,0.00%,0.00%,-,-,0,0.06,6.38,506.2,
30/06/2022,Allahabad Bank Apps,0.02,679.00%,-,-,-,-,-,-,0.02,6.79,
30/06/2022,Amazon Pay,68.4,654184.00%,-,-,-,-,-,-,68.4,"6,541.84",
30/06/2022,AU Small Finance Bank Apps,0.38,12024.00%,-,-,-,-,-,-,0.38,120.24,
30/06/2022,Axis Bank Apps,6.96,121771.00%,11.00%,1105.00%,45.53,3961.00%,-,-,52.6,"1,268.38",
30/06/2022,Bajaj Finserv,1.16,8549.00%,-,-,-,-,-,-,1.16,85.49,
30/06/2022,Bajaj Markets,0.01,120.00%,-,-,-,-,-,-,0.01,1.2,
30/06/2022,Bank of Baroda Apps,0.83,34772.00%,0.00%,0.00%,-,-,-,-,0.83,347.72,
30/06/2022,Bank of India Apps,0.13,4182.00%,-,-,-,-,-,-,0.13,41.82,
30/06/2022,Bank of Maharashtra Apps,0.06,1577.00%,-,-,-,-,-,-,0.06,15.77,
30/06/2022,BHIM,22.6,752798.00%,-,-,-,-,-,-,22.6,"7,527.98",
30/06/2022,Canara Bank Apps,0.34,10978.00%,-,-,-,-,-,-,0.34,109.78,
30/06/2022,Central Bank of India Apps,0.15,5406.00%,-,-,-,-,-,-,0.15,54.06,
30/06/2022,Citi Bank Apps,0.13,6354.00%,0.00%,0.00%,-,-,-,-,0.13,63.54,
30/06/2022,City Union Bank Apps,0.03,872.00%,-,-,-,-,-,-,0.03,8.72,
30/06/2022,Cointab,0.06,2399.00%,-,-,-,-,-,-,0.06,23.99,
30/06/2022,Cred,13.4,1758325.00%,-,-,-,-,-,-,13.4,"17,583.25",
30/06/2022,DBS Digibank Apps,0.46,17169.00%,-,-,-,-,-,-,0.46,171.69,
30/06/2022,Deutsche Bank Apps,1.51,9912.00%,0.00%,0.00%,-,-,-,-,1.51,99.12,
30/06/2022,Dhanlaxmi Bank Apps,0.01,270.00%,-,-,-,-,-,-,0.01,2.7,
30/06/2022,Equitas Small Finance Bank Apps,0.01,387.00%,-,-,-,-,-,-,0.01,3.87,
30/06/2022,Fave,0.12,694.00%,-,-,-,-,-,-,0.12,6.94,
30/06/2022,Federal Bank Apps,3.55,49421.00%,-,-,-,-,-,-,3.55,494.21,
30/06/2022,Fino Payments bank Apps,0.05,317.00%,-,-,-,-,-,-,0.05,3.17,
30/06/2022,Finshell Pay,0.1,530.00%,-,-,-,-,-,-,0.1,5.3,
30/06/2022,GoIbibo,0.01,387.00%,-,-,-,-,-,-,0.01,3.87,
30/06/2022,Google Pay,"2,025.89","3,55,137.20",-,-,-,-,-,-,"2,025.89","3,55,137.20",
30/06/2022,Groww,0.72,41673.00%,-,-,-,-,-,-,0.72,416.73,
